session_id,alternative_id,mode,carrier,service_identifier,service_tier,departure_window,raw_cost,raw_duration,raw_distance,transfer_count,carbon_estimate_kg,p_on_time,p_severe_delay,p_cancelled,source_dataset,source_record_id
S0002124,S0002124_A1,Flight,Air India,AI-839,Business,Night,41113.0,12.25,1137.1,1,175.11,0.88,0.03,0.01,canonical_flights.parquet,flight_AI-839_209332
S0002124,S0002124_A2,Flight,Indigo,6E-2042,Economy,Night,2410.0,9.58,1137.1,1,175.11,0.88,0.03,0.01,canonical_flights.parquet,flight_6E-2042_8375
S0002124,S0002124_A3,Rail,SF,12545,2-Tier AC,Night,909.42,7.37,386.2,0,12.36,0.4558,0.3748,0.0982,canonical_train_routes.parquet,train_12545_BDI_LTT
S0002124,S0002124_A4,Rail,SF,12810,Standard Sleeper,Night,205.09,7.23,394.4,0,12.62,0.65,0.1,0.03,canonical_train_routes.parquet,train_12810_BDI_DR
S0002125,S0002125_A1,Flight,Indigo,6E-5208,Economy,Evening,6473.0,5.67,834.4,1,128.5,0.88,0.03,0.01,canonical_flights.parquet,flight_6E-5208_54745
S0002125,S0002125_A2,Flight,Air India,AI-687,Economy,Evening,6502.0,8.17,834.4,1,128.5,0.88,0.03,0.01,canonical_flights.parquet,flight_AI-687_57463
S0002125,S0002125_A3,Rail,Exp,16339,Standard Sleeper,Afternoon,558.58,22.02,1074.2,0,34.37,0.65,0.1,0.03,canonical_train_routes.parquet,train_16339_DR_CSDR
S0002126,S0002126_A1,Flight,Indigo,6E-841,Economy,Afternoon,1924.0,1.08,267.9,0,41.26,0.88,0.03,0.01,canonical_flights.parquet,flight_6E-841_117421
S0002126,S0002126_A2,Flight,Indigo,6E-841,Economy,Afternoon,1604.0,1.0,267.9,0,41.26,0.88,0.03,0.01,canonical_flights.parquet,flight_6E-841_119655
S0002126,S0002126_A3,Rail,Exp,17212,3-Tier AC,Afternoon,669.56,8.83,422.0,0,13.5,0.65,0.1,0.03,canonical_train_routes.parquet,train_17212_YPR_KSTE
S0002126,S0002126_A4,Rail,SKr,12629,Standard Sleeper,Afternoon,406.85,15.08,782.4,0,25.04,0.65,0.1,0.03,canonical_train_routes.parquet,train_12629_SDVL_MSR
S0002127,S0002127_A1,Flight,Air India,AI-745,Business,Afternoon,45012.0,25.33,1312.4,1,202.11,0.88,0.03,0.01,canonical_flights.parquet,flight_AI-745_261443
S0002127,S0002127_A2,Rail,SKr,12329,3-Tier AC,Afternoon,16782.17,22.73,11308.9,0,361.88,0.3123,0.3589,0.0644,canonical_train_routes.parquet,train_12329_SGBA_DLI
S0002128,S0002128_A1,Flight,Air India,AI-804,Business,Early Morning,60396.0,17.42,267.9,1,41.26,0.88,0.03,0.01,canonical_flights.parquet,flight_AI-804_260645
S0002128,S0002128_A2,Flight,Vistara,UK-858,Economy,Early Morning,4672.0,26.17,267.9,1,41.26,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-858_118704
S0002128,S0002128_A3,Rail,Pass,56228,2-Tier AC,Early Morning,295.75,2.65,104.7,0,3.35,0.65,0.1,0.03,canonical_train_routes.parquet,train_56228_KRNH_AMSA
S0002128,S0002128_A4,Rail,Exp,17314,3-Tier AC,Early Morning,487.52,5.5,299.0,0,9.57,0.65,0.1,0.03,canonical_train_routes.parquet,train_17314_SDVL_MSU
S0002129,S0002129_A1,Flight,Indigo,6E-6021,Economy,Afternoon,9907.0,8.92,1546.8,1,238.21,0.88,0.03,0.01,canonical_flights.parquet,flight_6E-6021_138790
S0002129,S0002129_A2,Rail,Exp,16534,Standard Sleeper,Morning,918.16,18.0,1765.7,0,56.5,0.65,0.1,0.03,canonical_train_routes.parquet,train_16534_MSHM_YPR
S0002129,S0002129_A3,Rail,SF,12254,3-Tier AC,Night,2804.9,33.58,1864.8,0,59.67,0.65,0.1,0.03,canonical_train_routes.parquet,train_12254_HWH_YPR
S0002130,S0002130_A1,Flight,Vistara,UK-851,Business,Early Morning,53152.0,7.17,1137.1,1,175.11,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-851_228379
S0002130,S0002130_A2,Flight,Vistara,UK-928,Business,Early Morning,29980.0,2.08,1137.1,0,175.11,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-928_228947
S0002130,S0002130_A3,Flight,Air India,AI-673,Economy,Early Morning,12978.0,15.08,1137.1,1,175.11,0.88,0.03,0.01,canonical_flights.parquet,flight_AI-673_44961
S0002130,S0002130_A4,Rail,SF,12741,3-Tier AC,Early Morning,599.26,7.38,374.5,0,11.98,0.65,0.1,0.03,canonical_train_routes.parquet,train_12741_TPND_BDI
S0002131,S0002131_A1,Flight,GO FIRST,G8-625,Economy,Morning,2393.0,1.92,1207.2,0,185.91,0.88,0.03,0.01,canonical_flights.parquet,flight_G8-625_173801
S0002131,S0002131_A2,Rail,SF,12483,3-Tier AC,Morning,6061.94,18.0,4065.5,0,130.1,0.65,0.1,0.03,canonical_train_routes.parquet,train_12483_KTSC_SHMI
S0002132,S0002132_A1,Flight,Vistara,UK-874,Economy,Morning,5441.0,12.42,456.1,1,70.24,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-874_167437
S0002132,S0002132_A2,Rail,Exp,16331,3-Tier AC,Morning,3424.58,18.0,2283.5,0,73.07,0.65,0.1,0.03,canonical_train_routes.parquet,train_16331_ERSC_CSDR
S0002132,S0002132_A3,Rail,SF,12253,3-Tier AC,Morning,61469.44,18.0,41503.0,0,1328.1,0.65,0.1,0.03,canonical_train_routes.parquet,train_12253_SCM_YPR
S0002133,S0002133_A1,Flight,Air India,AI-773,Business,Evening,49151.0,27.83,1207.2,1,185.91,0.88,0.03,0.01,canonical_flights.parquet,flight_AI-773_272573
S0002133,S0002133_A2,Rail,Exp,14610,3-Tier AC,Evening,338.48,4.22,198.3,0,6.35,0.65,0.1,0.03,canonical_train_routes.parquet,train_14610_JAT_SCPD
S0002133,S0002133_A3,Rail,Exp,13147,3-Tier AC,Evening,15176.52,7.73,10224.0,0,327.17,0.1038,0.3577,0.0,canonical_train_routes.parquet,train_13147_SGBA_HCR
S0002134,S0002134_A1,Flight,GO FIRST,G8-285,Economy,Afternoon,4096.0,9.58,834.4,1,128.5,0.88,0.03,0.01,canonical_flights.parquet,flight_G8-285_99895
S0002134,S0002134_A2,Rail,Exp,11014,2-Tier AC,Afternoon,40099.49,23.08,18363.3,0,587.63,0.4558,0.3748,0.0982,canonical_train_routes.parquet,train_11014_SBC_LTT
S0002135,S0002135_A1,Flight,GO FIRST,G8-146,Economy,Evening,5177.0,17.17,834.4,2,128.5,0.88,0.03,0.01,canonical_flights.parquet,flight_G8-146_97664
S0002135,S0002135_A2,Rail,Exp,11014,Standard Sleeper,Afternoon,9548.92,23.08,18363.3,0,587.63,0.4558,0.3748,0.0982,canonical_train_routes.parquet,train_11014_SBC_LTT
S0002136,S0002136_A1,Flight,Air India,AI-732,Economy,Afternoon,6913.0,19.92,1385.2,2,213.32,0.88,0.03,0.01,canonical_flights.parquet,flight_AI-732_150609
S0002136,S0002136_A2,Flight,Vistara,UK-778,Economy,Afternoon,6219.0,28.92,1385.2,1,213.32,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-778_151594
S0002136,S0002136_A3,Flight,Indigo,6E-512,Economy,Afternoon,4170.0,6.08,1385.2,1,213.32,0.88,0.03,0.01,canonical_flights.parquet,flight_6E-512_151760
S0002136,S0002136_A4,Rail,JShtb,12023,Standard Sleeper,Afternoon,36.71,1.0,70.6,0,2.26,0.65,0.1,0.03,canonical_train_routes.parquet,train_12023_HWH_MSAE
S0002137,S0002137_A1,Flight,GO FIRST,G8-426,Economy,Night,4165.0,14.5,622.7,1,95.9,0.88,0.03,0.01,canonical_flights.parquet,flight_G8-426_162515
S0002137,S0002137_A2,Rail,Drnt,12239,Premium 2-Tier AC,Night,1543.07,7.13,535.3,0,17.13,0.65,0.1,0.03,canonical_train_routes.parquet,train_12239_SCH_KRLS
S0002138,S0002138_A1,Flight,GO FIRST,G8-295,Economy,Early Morning,6294.0,12.67,1312.4,1,202.11,0.88,0.03,0.01,canonical_flights.parquet,flight_G8-295_126672
S0002138,S0002138_A2,Flight,GO FIRST,G8-512,Economy,Early Morning,6488.0,13.67,1312.4,1,202.11,0.88,0.03,0.01,canonical_flights.parquet,flight_G8-512_121654
S0002138,S0002138_A3,Flight,Air India,AI-9755,Economy,Early Morning,5282.0,10.92,1312.4,1,202.11,0.88,0.03,0.01,canonical_flights.parquet,flight_AI-9755_127469
S0002138,S0002138_A4,Rail,Exp,14673,Standard Sleeper,Early Morning,623.74,30.15,1199.5,0,38.38,0.65,0.1,0.03,canonical_train_routes.parquet,train_14673_LLPR_BHD
S0002138,S0002138_A5,Rail,Raj,12431,Premium 3-Tier AC,Early Morning,3754.22,28.97,1998.9,0,63.96,0.65,0.1,0.03,canonical_train_routes.parquet,train_12431_SHMI_NZM
S0002139,S0002139_A1,Flight,Vistara,UK-879,Economy,Evening,9349.0,16.0,1312.4,2,202.11,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-879_27320
S0002139,S0002139_A2,Flight,Vistara,UK-985,Economy,Evening,8134.0,21.0,1312.4,1,202.11,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-985_25076
S0002139,S0002139_A3,Flight,Vistara,UK-985,Business,Evening,73369.0,21.0,1312.4,1,202.11,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-985_217986
S0002139,S0002139_A4,Rail,SF,12380,3-Tier AC,Evening,16802.3,23.28,11322.5,0,362.32,0.65,0.1,0.03,canonical_train_routes.parquet,train_12380_BHD_SGBA
S0002139,S0002139_A5,Rail,SF,12304,Standard Sleeper,Evening,10695.26,24.42,20567.8,0,658.17,0.6268,0.2328,0.0,canonical_train_routes.parquet,train_12304_NDLS_HWH
S0002140,S0002140_A1,Flight,Air India,AI-442,Business,Afternoon,54608.0,8.58,834.4,1,128.5,0.88,0.03,0.01,canonical_flights.parquet,flight_AI-442_230797
S0002140,S0002140_A2,Flight,GO FIRST,G8-7537,Economy,Afternoon,5102.0,6.92,834.4,1,128.5,0.88,0.03,0.01,canonical_flights.parquet,flight_G8-7537_56820
S0002140,S0002140_A3,Flight,Vistara,UK-902,Business,Afternoon,66928.0,6.92,834.4,1,128.5,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-902_230829
S0002140,S0002140_A4,Rail,Exp,16331,3-Tier AC,Afternoon,1634.96,22.03,1074.3,0,34.38,0.65,0.1,0.03,canonical_train_routes.parquet,train_16331_DR_CSDR
S0002141,S0002141_A1,Flight,AirAsia,I5-942,Economy,Afternoon,1890.0,4.33,1033.5,1,159.16,0.88,0.03,0.01,canonical_flights.parquet,flight_I5-942_82251
S0002141,S0002141_A2,Flight,Vistara,UK-852,Economy,Afternoon,17746.0,10.58,1033.5,2,159.16,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-852_77600
S0002141,S0002141_A3,Rail,Exp,01101,2-Tier AC,Afternoon,39138.11,12.77,17922.3,0,573.51,0.65,0.1,0.03,canonical_train_routes.parquet,train_01101_LTT_MUO
S0002142,S0002142_A1,Flight,Vistara,UK-738,Economy,Evening,6067.0,19.25,1665.7,1,256.52,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-738_132045
S0002142,S0002142_A2,Flight,Vistara,UK-738,Economy,Evening,6067.0,24.33,1665.7,1,256.52,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-738_134748
S0002142,S0002142_A3,Flight,Vistara,UK-738,Economy,Evening,6067.0,16.42,1665.7,1,256.52,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-738_132382
S0002142,S0002142_A4,Rail,SF,12415,3-Tier AC,Evening,387.47,5.0,231.4,0,7.4,0.65,0.1,0.03,canonical_train_routes.parquet,train_12415_LMNR_KRLS
S0002143,S0002143_A1,Flight,Indigo,6E-5331,Economy,Early Morning,3000.0,1.83,1033.5,0,159.16,0.88,0.03,0.01,canonical_flights.parquet,flight_6E-5331_191486
S0002143,S0002143_A2,Flight,Vistara,UK-832,Business,Early Morning,61873.0,10.75,1033.5,1,159.16,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-832_292424
S0002143,S0002143_A3,Flight,Vistara,UK-832,Economy,Early Morning,4393.0,9.42,1033.5,1,159.16,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-832_193784
S0002143,S0002143_A4,Rail,Exp,15612,3-Tier AC,Early Morning,27440.54,16.42,18510.5,0,592.34,0.4558,0.3748,0.0982,canonical_train_routes.parquet,train_15612_TMR_LTT
S0002144,S0002144_A1,Flight,SpiceJet,SG-3281,Economy,Afternoon,9113.0,6.42,1207.2,1,185.91,0.88,0.03,0.01,canonical_flights.parquet,flight_SG-3281_147662
S0002144,S0002144_A2,Rail,SF,08055,Standard Sleeper,Afternoon,440.54,12.72,847.2,0,27.11,0.65,0.1,0.03,canonical_train_routes.parquet,train_08055_SHM_SCM
S0002145,S0002145_A1,Flight,Air India,AI-640,Economy,Early Morning,14002.0,36.25,267.9,1,41.26,0.88,0.03,0.01,canonical_flights.parquet,flight_AI-640_115674
S0002145,S0002145_A2,Flight,Vistara,UK-897,Economy,Early Morning,6240.0,8.42,267.9,2,41.26,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-897_118001
S0002145,S0002145_A3,Flight,AirAsia,I5-1228,Economy,Early Morning,1603.0,1.0,267.9,0,41.26,0.88,0.03,0.01,canonical_flights.parquet,flight_I5-1228_118945
S0002145,S0002145_A4,Rail,GR,06501,3-Tier AC,Early Morning,1643.7,24.42,1080.2,0,34.57,0.65,0.1,0.03,canonical_train_routes.parquet,train_06501_SDVL_KMST
S0002146,S0002146_A1,Flight,Vistara,UK-898,Economy,Early Morning,9643.0,11.92,1207.2,2,185.91,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-898_175975
S0002146,S0002146_A2,Flight,Air India,AI-559,Business,Early Morning,51707.0,8.0,1207.2,1,185.91,0.88,0.03,0.01,canonical_flights.parquet,flight_AI-559_284083
S0002146,S0002146_A3,Flight,Air India,AI-559,Economy,Early Morning,6312.0,36.08,1207.2,1,185.91,0.88,0.03,0.01,canonical_flights.parquet,flight_AI-559_175823
S0002146,S0002146_A4,Rail,SKr,12218,3-Tier AC,Early Morning,1382.18,15.73,903.5,0,28.91,0.65,0.1,0.03,canonical_train_routes.parquet,train_12218_SCH_SHMI
S0002147,S0002147_A1,Flight,Air India,AI-651,Economy,Morning,12768.0,9.92,1137.1,1,175.11,0.88,0.03,0.01,canonical_flights.parquet,flight_AI-651_44749
S0002147,S0002147_A2,Flight,Air India,AI-695,Business,Morning,44013.0,27.5,1137.1,1,175.11,0.88,0.03,0.01,canonical_flights.parquet,flight_AI-695_228134
S0002147,S0002147_A3,Flight,Air India,AI-611,Business,Morning,29610.0,17.5,1137.1,1,175.11,0.88,0.03,0.01,canonical_flights.parquet,flight_AI-611_228197
S0002147,S0002147_A4,Rail,SF,12546,3-Tier AC,Morning,616.58,6.68,386.2,0,12.36,0.65,0.1,0.03,canonical_train_routes.parquet,train_12546_LTT_BDI
S0002147,S0002147_A5,Rail,Exp,11059,3-Tier AC,Morning,617.02,6.83,386.5,0,12.37,0.65,0.1,0.03,canonical_train_routes.parquet,train_11059_LTT_BDI
S0002148,S0002148_A1,Flight,Vistara,UK-930,Business,Early Morning,64285.0,12.08,1665.7,1,256.52,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-930_236501
S0002148,S0002148_A2,Flight,GO FIRST,G8-390,Economy,Early Morning,5228.0,16.42,1665.7,1,256.52,0.88,0.03,0.01,canonical_flights.parquet,flight_G8-390_66272
S0002148,S0002148_A3,Rail,SF,12416,Standard Sleeper,Early Morning,120.33,5.47,231.4,0,7.4,0.65,0.1,0.03,canonical_train_routes.parquet,train_12416_KRLS_LMNR
S0002148,S0002148_A4,Rail,SF,12859,2-Tier AC,Early Morning,4192.5,30.25,1892.2,0,60.55,0.6268,0.2328,0.0,canonical_train_routes.parquet,train_12859_DR_HWH
S0002149,S0002149_A1,Flight,Vistara,UK-890,Economy,Evening,12747.0,15.92,1207.2,1,185.91,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-890_172293
S0002149,S0002149_A2,Flight,Indigo,6E-5211,Economy,Evening,5448.0,7.75,1207.2,1,185.91,0.88,0.03,0.01,canonical_flights.parquet,flight_6E-5211_175029
S0002149,S0002149_A3,Rail,Shtb,12020,Premium 3-Tier AC,Evening,617.73,5.08,303.5,0,9.71,0.6268,0.2328,0.0,canonical_train_routes.parquet,train_12020_BKSC_HWH
S0002149,S0002149_A4,Rail,SF,12516,2-Tier AC,Evening,891.98,7.27,378.2,0,12.1,0.6268,0.2328,0.0,canonical_train_routes.parquet,train_12516_HCR_HWH
S0002150,S0002150_A1,Flight,Vistara,UK-893,Economy,Evening,7106.0,22.17,1546.8,2,238.21,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-893_106097
S0002150,S0002150_A2,Flight,AirAsia,I5-996,Economy,Evening,3393.0,11.75,1546.8,1,238.21,0.88,0.03,0.01,canonical_flights.parquet,flight_I5-996_105102
S0002150,S0002150_A3,Flight,Vistara,UK-850,Business,Evening,51817.0,20.92,1546.8,1,238.21,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-850_253775
S0002150,S0002150_A4,Rail,SF,12864,3-Tier AC,Evening,2863.66,34.58,1904.5,0,60.94,0.6268,0.2328,0.0,canonical_train_routes.parquet,train_12864_YPR_HWH
S0002151,S0002151_A1,Flight,GO FIRST,G8-2508,Economy,Night,5102.0,8.92,834.4,1,128.5,0.88,0.03,0.01,canonical_flights.parquet,flight_G8-2508_55480
S0002151,S0002151_A2,Rail,SF,12976,3-Tier AC,Night,54534.01,38.5,36816.9,0,1178.14,0.65,0.1,0.03,canonical_train_routes.parquet,train_12976_KRLS_Y
S0002151,S0002151_A3,Rail,Exp,11017,3-Tier AC,Night,1702.16,24.18,1119.7,0,35.83,0.65,0.1,0.03,canonical_train_routes.parquet,train_11017_DR_SDVL
S0002152,S0002152_A1,Flight,Indigo,6E-793,Economy,Evening,12118.0,5.58,507.8,1,78.2,0.88,0.03,0.01,canonical_flights.parquet,flight_6E-793_177300
S0002152,S0002152_A2,Rail,Shtb,12020,Premium 2-Tier AC,Evening,719.03,4.12,232.9,0,7.45,0.65,0.1,0.03,canonical_train_routes.parquet,train_12020_BKSC_MSAE
S0002153,S0002153_A1,Flight,Vistara,UK-814,Economy,Night,6133.0,12.25,456.1,1,70.24,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-814_115443
S0002153,S0002153_A2,Flight,Vistara,UK-814,Economy,Night,6133.0,15.42,456.1,1,70.24,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-814_114921
S0002153,S0002153_A3,Flight,Air India,AI-808,Economy,Night,6200.0,22.33,456.1,1,70.24,0.88,0.03,0.01,canonical_flights.parquet,flight_AI-808_112895
S0002153,S0002153_A4,Rail,Exp,15024,Standard Sleeper,Night,784.47,34.67,1508.6,0,48.28,0.65,0.1,0.03,canonical_train_routes.parquet,train_15024_YPR_SCI
S0002154,S0002154_A1,Flight,AirAsia,I5-791,Economy,Early Morning,3090.0,11.67,1708.8,1,263.16,0.88,0.03,0.01,canonical_flights.parquet,flight_I5-791_13599
S0002154,S0002154_A2,Rail,SKr,12650,3-Tier AC,Early Morning,29367.5,36.25,19812.5,0,634.0,0.65,0.1,0.03,canonical_train_routes.parquet,train_12650_NZM_YPR
S0002155,S0002155_A1,Flight,Indigo,6E-6006,Economy,Afternoon,7982.0,7.67,1033.5,1,159.16,0.88,0.03,0.01,canonical_flights.parquet,flight_6E-6006_189099
S0002155,S0002155_A2,Flight,Indigo,6E-605,Economy,Afternoon,2792.0,8.5,1033.5,1,159.16,0.88,0.03,0.01,canonical_flights.parquet,flight_6E-605_193005
S0002155,S0002155_A3,Rail,SKr,12218,Standard Sleeper,Afternoon,217.52,5.82,418.3,0,13.39,0.65,0.1,0.03,canonical_train_routes.parquet,train_12218_MSRP_KRLS
S0002155,S0002155_A4,Rail,SF,12969,Standard Sleeper,Afternoon,10124.87,32.63,19470.9,0,623.07,0.65,0.1,0.03,canonical_train_routes.parquet,train_12969_MSU_KRLS
S0002156,S0002156_A1,Flight,Indigo,6E-6214,Economy,Morning,6970.0,8.42,1207.2,1,185.91,0.88,0.03,0.01,canonical_flights.parquet,flight_6E-6214_146688
S0002156,S0002156_A2,Flight,Air India,AI-9745,Economy,Morning,4799.0,24.83,1207.2,1,185.91,0.88,0.03,0.01,canonical_flights.parquet,flight_AI-9745_146880
S0002156,S0002156_A3,Rail,Exp,11089,2-Tier AC,Morning,4744.25,18.0,2145.3,0,68.65,0.65,0.1,0.03,canonical_train_routes.parquet,train_11089_MSHM_SCH
S0002157,S0002157_A1,Flight,SpiceJet,SG-388,Economy,Evening,2673.0,2.42,1385.2,0,213.32,0.88,0.03,0.01,canonical_flights.parquet,flight_SG-388_201261
S0002157,S0002157_A2,Flight,Indigo,6E-2062,Economy,Evening,5042.0,7.08,1385.2,1,213.32,0.88,0.03,0.01,canonical_flights.parquet,flight_6E-2062_199937
S0002157,S0002157_A3,Rail,SF,12308,3-Tier AC,Evening,1011.59,10.42,653.1,0,20.9,0.6268,0.2328,0.0,canonical_train_routes.parquet,train_12308_KMS_HWH
S0002158,S0002158_A1,Flight,Vistara,UK-822,Business,Morning,69265.0,10.17,507.8,1,78.2,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-822_299364
S0002158,S0002158_A2,Flight,Air India,AI-430,Business,Morning,51345.0,24.58,507.8,1,78.2,0.88,0.03,0.01,canonical_flights.parquet,flight_AI-430_298263
S0002158,S0002158_A3,Rail,Exp,15902,2-Tier AC,Morning,506.33,3.75,201.3,0,6.44,0.65,0.1,0.03,canonical_train_routes.parquet,train_15902_MMS_SCM
S0002158,S0002158_A4,Rail,SF,12485,2-Tier AC,Morning,531.19,3.83,212.7,0,6.81,0.65,0.1,0.03,canonical_train_routes.parquet,train_12485_MUO_SCI
S0002159,S0002159_A1,Flight,Air India,AI-545,Economy,Evening,3538.0,17.17,1759.4,1,270.95,0.88,0.03,0.01,canonical_flights.parquet,flight_AI-545_187112
S0002159,S0002159_A2,Flight,AirAsia,I5-1229,Economy,Evening,2477.0,11.25,1759.4,1,270.95,0.88,0.03,0.01,canonical_flights.parquet,flight_I5-1229_184502
S0002159,S0002159_A3,Flight,Indigo,6E-2752,Economy,Evening,7562.0,2.75,1759.4,0,270.95,0.88,0.03,0.01,canonical_flights.parquet,flight_6E-2752_180860
S0002159,S0002159_A4,Rail,Raj,22423,Premium 2-Tier AC,Evening,55207.31,16.22,20228.6,0,647.32,0.6328,0.27,0.0,canonical_train_routes.parquet,train_22423_MSK_NDLS
S0002160,S0002160_A1,Flight,Indigo,6E-6021,Economy,Afternoon,12348.0,8.17,1385.2,1,213.32,0.88,0.03,0.01,canonical_flights.parquet,flight_6E-6021_148284
S0002160,S0002160_A2,Flight,Air India,AI-768,Business,Afternoon,73377.0,15.75,1385.2,1,213.32,0.88,0.03,0.01,canonical_flights.parquet,flight_AI-768_274689
S0002160,S0002160_A3,Flight,Air India,AI-732,Economy,Afternoon,6311.0,21.92,1385.2,1,213.32,0.88,0.03,0.01,canonical_flights.parquet,flight_AI-732_149971
S0002160,S0002160_A4,Rail,SF,12383,Standard Sleeper,Afternoon,36.71,1.0,70.6,0,2.26,0.65,0.1,0.03,canonical_train_routes.parquet,train_12383_HWH_MSAE
S0002161,S0002161_A1,Flight,GO FIRST,G8-382,Economy,Afternoon,7808.0,10.83,1137.1,1,175.11,0.88,0.03,0.01,canonical_flights.parquet,flight_G8-382_51569
S0002161,S0002161_A2,Flight,Air India,AI-643,Economy,Afternoon,4095.0,26.17,1137.1,1,175.11,0.88,0.03,0.01,canonical_flights.parquet,flight_AI-643_48276
S0002161,S0002161_A3,Flight,GO FIRST,G8-7545,Economy,Afternoon,5942.0,9.33,1137.1,2,175.11,0.88,0.03,0.01,canonical_flights.parquet,flight_G8-7545_46626
S0002161,S0002161_A4,Rail,GR,12188,3-Tier AC,Afternoon,628.86,6.53,394.5,0,12.62,0.65,0.1,0.03,canonical_train_routes.parquet,train_12188_DR_BDI
S0002161,S0002161_A5,Rail,Exp,18610,2-Tier AC,Afternoon,909.42,8.45,386.2,0,12.36,0.65,0.1,0.03,canonical_train_routes.parquet,train_18610_LTT_BDI
S0002162,S0002162_A1,Flight,AirAsia,I5-1622,Economy,Afternoon,2203.0,6.67,834.4,1,128.5,0.88,0.03,0.01,canonical_flights.parquet,flight_I5-1622_99861
S0002162,S0002162_A2,Flight,Indigo,6E-5399,Economy,Afternoon,2309.0,1.83,834.4,0,128.5,0.88,0.03,0.01,canonical_flights.parquet,flight_6E-5399_100048
S0002162,S0002162_A3,Flight,AirAsia,I5-1622,Economy,Afternoon,2203.0,6.67,834.4,1,128.5,0.88,0.03,0.01,canonical_flights.parquet,flight_I5-1622_100794
S0002162,S0002162_A4,Rail,Exp,11014,3-Tier AC,Afternoon,27222.68,23.08,18363.3,0,587.63,0.4558,0.3748,0.0982,canonical_train_routes.parquet,train_11014_SBC_LTT
S0002163,S0002163_A1,Flight,Indigo,6E-6021,Economy,Afternoon,9419.0,8.17,1385.2,1,213.32,0.88,0.03,0.01,canonical_flights.parquet,flight_6E-6021_148871
S0002163,S0002163_A2,Flight,Air India,AI-424,Economy,Afternoon,4969.0,29.5,1385.2,1,213.32,0.88,0.03,0.01,canonical_flights.parquet,flight_AI-424_149537
S0002163,S0002163_A3,Rail,Exp,13049,3-Tier AC,Afternoon,29900.45,27.4,20172.6,0,645.52,0.65,0.1,0.03,canonical_train_routes.parquet,train_13049_HWH_MST
S0002163,S0002163_A4,Rail,Exp,14317,3-Tier AC,Afternoon,1416.52,22.23,926.7,0,29.65,0.65,0.1,0.03,canonical_train_routes.parquet,train_14317_LMNR_MSP
S0002164,S0002164_A1,Flight,Indigo,6E-7403,Economy,Early Morning,3389.0,5.0,1759.4,1,270.95,0.88,0.03,0.01,canonical_flights.parquet,flight_6E-7403_40240
S0002164,S0002164_A2,Flight,SpiceJet,SG-8107,Economy,Early Morning,2637.0,2.92,1759.4,0,270.95,0.88,0.03,0.01,canonical_flights.parquet,flight_SG-8107_41781
S0002164,S0002164_A3,Rail,SF,12646,3-Tier AC,Early Morning,1066.64,11.48,690.3,0,22.09,0.65,0.1,0.03,canonical_train_routes.parquet,train_12646_NZM_MSO
S0002164,S0002164_A4,Rail,SF,12844,3-Tier AC,Early Morning,28083.01,24.08,18944.6,0,606.23,0.65,0.1,0.03,canonical_train_routes.parquet,train_12844_BDI_MMS
S0002165,S0002165_A1,Flight,Vistara,UK-950,Economy,Night,11129.0,10.75,834.4,1,128.5,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-950_54423
S0002165,S0002165_A2,Flight,Air India,AI-774,Economy,Night,7572.0,28.92,834.4,1,128.5,0.88,0.03,0.01,canonical_flights.parquet,flight_AI-774_56151
S0002165,S0002165_A3,Flight,GO FIRST,G8-398,Economy,Night,2124.0,1.75,834.4,0,128.5,0.88,0.03,0.01,canonical_flights.parquet,flight_G8-398_59925
S0002165,S0002165_A4,Rail,Exp,11017,Standard Sleeper,Night,582.24,24.18,1119.7,0,35.83,0.65,0.1,0.03,canonical_train_routes.parquet,train_11017_DR_SDVL
S0002165,S0002165_A5,Rail,SF,12976,Standard Sleeper,Night,19144.79,38.5,36816.9,0,1178.14,0.65,0.1,0.03,canonical_train_routes.parquet,train_12976_KRLS_Y
S0002166,S0002166_A1,Flight,Vistara,UK-940,Economy,Evening,11129.0,14.17,1033.5,1,159.16,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-940_78178
