session_id,traveller_id,origin_city,destination_city,search_date,travel_date,lead_days,departure_window,trip_purpose,party_size
S0038144,T004768,Delhi,Hyderabad,2024-03-27,2024-03-30,3,Afternoon,Family / Personal,2
S0038145,T004769,Hyderabad,Kolkata,2024-03-23,2024-04-01,9,Afternoon,Family / Personal,2
S0038146,T004769,Kolkata,Chennai,2024-03-07,2024-04-25,49,Afternoon,Leisure,2
S0038147,T004769,Chennai,Hyderabad,2024-03-05,2024-03-19,14,Night,Family / Personal,1
S0038148,T004769,Kolkata,Delhi,2024-03-21,2024-04-05,15,Night,Family / Personal,1
S0038149,T004769,Delhi,Mumbai,2024-03-04,2024-03-06,2,Early Morning,Commute,2
S0038150,T004769,Hyderabad,Delhi,2024-03-10,2024-03-31,21,Early Morning,Leisure,2
S0038151,T004769,Mumbai,Bangalore,2024-03-27,2024-05-03,37,Morning,Leisure,1
S0038152,T004769,Bangalore,Kolkata,2024-03-25,2024-04-03,9,Night,Family / Personal,2
S0038153,T004770,Hyderabad,Kolkata,2024-03-20,2024-03-28,8,Afternoon,Leisure,1
S0038154,T004770,Delhi,Kolkata,2024-03-21,2024-03-25,4,Evening,Leisure,1
S0038155,T004770,Mumbai,Chennai,2024-03-30,2024-05-12,43,Early Morning,Family / Personal,1
S0038156,T004770,Chennai,Hyderabad,2024-03-29,2024-04-10,12,Afternoon,Family / Personal,3
S0038157,T004770,Kolkata,Delhi,2024-03-23,2024-04-27,35,Morning,Business,2
S0038158,T004770,Chennai,Kolkata,2024-03-27,2024-04-28,32,Afternoon,Family / Personal,2
S0038159,T004770,Bangalore,Chennai,2024-03-14,2024-04-04,21,Early Morning,Leisure,3
S0038160,T004770,Delhi,Kolkata,2024-03-11,2024-04-15,35,Morning,Family / Personal,4
S0038161,T004771,Delhi,Mumbai,2024-03-22,2024-04-04,13,Early Morning,Family / Personal,2
S0038162,T004771,Bangalore,Chennai,2024-03-19,2024-04-05,17,Early Morning,Leisure,1
S0038163,T004771,Delhi,Chennai,2024-03-20,2024-03-31,11,Morning,Family / Personal,1
S0038164,T004771,Bangalore,Kolkata,2024-03-18,2024-04-09,22,Morning,Family / Personal,2
S0038165,T004771,Bangalore,Hyderabad,2024-03-30,2024-05-07,38,Morning,Family / Personal,1
S0038166,T004771,Delhi,Kolkata,2024-03-10,2024-04-19,40,Early Morning,Commute,1
S0038167,T004771,Mumbai,Hyderabad,2024-03-02,2024-04-08,37,Afternoon,Leisure,1
S0038168,T004771,Chennai,Kolkata,2024-03-03,2024-03-10,7,Early Morning,Family / Personal,2
S0038169,T004772,Bangalore,Kolkata,2024-03-04,2024-04-17,44,Early Morning,Leisure,1
S0038170,T004772,Chennai,Delhi,2024-03-25,2024-04-15,21,Evening,Leisure,2
S0038171,T004772,Mumbai,Kolkata,2024-03-20,2024-04-22,33,Morning,Family / Personal,2
S0038172,T004772,Mumbai,Hyderabad,2024-03-29,2024-05-11,43,Night,Leisure,2
S0038173,T004772,Delhi,Chennai,2024-03-11,2024-04-02,22,Early Morning,Family / Personal,2
S0038174,T004772,Bangalore,Kolkata,2024-03-09,2024-04-02,24,Afternoon,Leisure,2
S0038175,T004772,Hyderabad,Chennai,2024-03-05,2024-04-12,38,Night,Family / Personal,1
S0038176,T004772,Mumbai,Bangalore,2024-03-30,2024-03-31,1,Early Morning,Family / Personal,2
S0038177,T004773,Kolkata,Mumbai,2024-03-09,2024-04-17,39,Evening,Family / Personal,2
S0038178,T004773,Chennai,Bangalore,2024-03-12,2024-03-30,18,Morning,Leisure,3
S0038179,T004773,Hyderabad,Delhi,2024-03-20,2024-03-31,11,Night,Family / Personal,1
S0038180,T004773,Hyderabad,Bangalore,2024-03-11,2024-04-12,32,Afternoon,Leisure,2
S0038181,T004773,Bangalore,Chennai,2024-03-27,2024-04-21,25,Evening,Family / Personal,2
S0038182,T004773,Kolkata,Hyderabad,2024-03-27,2024-04-13,17,Evening,Leisure,3
S0038183,T004773,Chennai,Mumbai,2024-03-24,2024-05-09,46,Morning,Family / Personal,2
S0038184,T004773,Chennai,Kolkata,2024-03-27,2024-05-08,42,Night,Family / Personal,2
S0038185,T004774,Kolkata,Mumbai,2024-03-18,2024-04-12,25,Afternoon,Family / Personal,2
S0038186,T004774,Hyderabad,Delhi,2024-03-18,2024-03-23,5,Afternoon,Family / Personal,1
S0038187,T004774,Chennai,Bangalore,2024-03-18,2024-05-02,45,Morning,Leisure,2
S0038188,T004774,Mumbai,Delhi,2024-03-12,2024-03-15,3,Early Morning,Commute,2
S0038189,T004774,Bangalore,Chennai,2024-03-24,2024-04-16,23,Morning,Family / Personal,2
S0038190,T004774,Delhi,Hyderabad,2024-03-30,2024-05-17,48,Afternoon,Family / Personal,1
S0038191,T004774,Chennai,Mumbai,2024-03-27,2024-03-31,4,Evening,Commute,1
S0038192,T004774,Mumbai,Hyderabad,2024-03-13,2024-04-30,48,Night,Commute,3
S0038193,T004775,Chennai,Kolkata,2024-03-14,2024-04-15,32,Evening,Family / Personal,2
S0038194,T004775,Chennai,Bangalore,2024-03-14,2024-03-17,3,Afternoon,Leisure,1
S0038195,T004775,Hyderabad,Bangalore,2024-03-10,2024-04-25,46,Evening,Family / Personal,2
S0038196,T004775,Bangalore,Delhi,2024-03-18,2024-03-19,1,Morning,Leisure,2
S0038197,T004775,Kolkata,Delhi,2024-03-28,2024-04-22,25,Evening,Family / Personal,2
S0038198,T004775,Kolkata,Mumbai,2024-03-28,2024-04-09,12,Evening,Family / Personal,2
S0038199,T004775,Bangalore,Kolkata,2024-03-26,2024-05-05,40,Evening,Family / Personal,2
S0038200,T004775,Mumbai,Bangalore,2024-03-02,2024-04-02,31,Afternoon,Family / Personal,1
S0038201,T004776,Bangalore,Delhi,2024-03-07,2024-04-03,27,Evening,Family / Personal,2
S0038202,T004776,Chennai,Hyderabad,2024-03-27,2024-05-05,39,Early Morning,Commute,1
S0038203,T004776,Hyderabad,Chennai,2024-03-13,2024-04-14,32,Night,Family / Personal,4
S0038204,T004776,Bangalore,Delhi,2024-03-15,2024-04-09,25,Night,Leisure,1
S0038205,T004776,Delhi,Kolkata,2024-03-23,2024-03-25,2,Evening,Family / Personal,2
S0038206,T004776,Kolkata,Mumbai,2024-03-22,2024-04-08,17,Night,Family / Personal,2
S0038207,T004776,Hyderabad,Kolkata,2024-03-03,2024-04-07,35,Afternoon,Leisure,2
S0038208,T004776,Kolkata,Chennai,2024-03-13,2024-04-18,36,Afternoon,Commute,2
S0038209,T004777,Bangalore,Kolkata,2024-03-23,2024-03-26,3,Night,Leisure,2
S0038210,T004777,Delhi,Hyderabad,2024-03-13,2024-04-09,27,Morning,Family / Personal,1
S0038211,T004777,Delhi,Hyderabad,2024-03-21,2024-04-11,21,Afternoon,Commute,2
S0038212,T004777,Hyderabad,Delhi,2024-03-27,2024-05-13,47,Night,Leisure,2
S0038213,T004777,Kolkata,Mumbai,2024-03-16,2024-04-14,29,Night,Commute,3
S0038214,T004777,Kolkata,Mumbai,2024-03-13,2024-04-17,35,Morning,Leisure,4
S0038215,T004777,Kolkata,Delhi,2024-03-07,2024-04-04,28,Morning,Family / Personal,1
S0038216,T004777,Kolkata,Bangalore,2024-03-20,2024-03-21,1,Morning,Commute,1
S0038217,T004778,Kolkata,Delhi,2024-03-22,2024-04-23,32,Night,Family / Personal,3
S0038218,T004778,Kolkata,Bangalore,2024-03-24,2024-04-30,37,Early Morning,Leisure,2
S0038219,T004778,Hyderabad,Kolkata,2024-03-26,2024-04-14,19,Morning,Family / Personal,4
S0038220,T004778,Chennai,Kolkata,2024-03-20,2024-04-15,26,Afternoon,Leisure,1
S0038221,T004778,Mumbai,Bangalore,2024-03-07,2024-03-27,20,Morning,Business,3
S0038222,T004778,Chennai,Delhi,2024-03-12,2024-03-28,16,Night,Leisure,2
S0038223,T004778,Chennai,Kolkata,2024-03-14,2024-05-02,49,Night,Family / Personal,2
S0038224,T004778,Mumbai,Delhi,2024-03-10,2024-04-22,43,Morning,Family / Personal,1
S0038225,T004779,Mumbai,Delhi,2024-03-17,2024-04-15,29,Evening,Leisure,1
S0038226,T004779,Kolkata,Delhi,2024-03-19,2024-03-20,1,Morning,Leisure,4
S0038227,T004779,Bangalore,Mumbai,2024-03-12,2024-04-18,37,Night,Family / Personal,2
S0038228,T004779,Delhi,Kolkata,2024-03-09,2024-04-12,34,Early Morning,Family / Personal,2
S0038229,T004779,Hyderabad,Chennai,2024-03-24,2024-03-27,3,Evening,Family / Personal,2
S0038230,T004779,Kolkata,Mumbai,2024-03-27,2024-03-28,1,Morning,Family / Personal,2
S0038231,T004779,Mumbai,Chennai,2024-03-14,2024-04-19,36,Morning,Family / Personal,1
S0038232,T004779,Mumbai,Hyderabad,2024-03-20,2024-05-05,46,Afternoon,Family / Personal,2
S0038233,T004780,Mumbai,Hyderabad,2024-03-13,2024-04-30,48,Early Morning,Family / Personal,3
S0038234,T004780,Mumbai,Kolkata,2024-03-02,2024-03-21,19,Afternoon,Family / Personal,2
S0038235,T004780,Kolkata,Chennai,2024-03-16,2024-04-05,20,Early Morning,Family / Personal,2
S0038236,T004780,Hyderabad,Delhi,2024-03-15,2024-04-02,18,Evening,Family / Personal,1
S0038237,T004780,Kolkata,Hyderabad,2024-03-11,2024-04-22,42,Night,Commute,1
S0038238,T004780,Chennai,Bangalore,2024-03-20,2024-04-26,37,Afternoon,Family / Personal,2
S0038239,T004780,Delhi,Mumbai,2024-03-14,2024-03-28,14,Night,Family / Personal,1
S0038240,T004780,Hyderabad,Bangalore,2024-03-22,2024-05-04,43,Night,Family / Personal,1
S0038241,T004781,Bangalore,Kolkata,2024-03-07,2024-04-06,30,Morning,Family / Personal,3
S0038242,T004781,Hyderabad,Chennai,2024-03-24,2024-04-18,25,Evening,Family / Personal,2
S0038243,T004781,Bangalore,Delhi,2024-03-17,2024-04-26,40,Morning,Commute,2
S0038244,T004781,Mumbai,Chennai,2024-03-08,2024-04-13,36,Night,Business,2
S0038245,T004781,Mumbai,Chennai,2024-03-08,2024-03-13,5,Morning,Family / Personal,2
S0038246,T004781,Delhi,Mumbai,2024-03-30,2024-05-05,36,Evening,Family / Personal,2
S0038247,T004781,Mumbai,Chennai,2024-03-05,2024-04-15,41,Night,Family / Personal,3
S0038248,T004781,Delhi,Mumbai,2024-03-27,2024-03-31,4,Afternoon,Family / Personal,1
S0038249,T004782,Kolkata,Chennai,2024-03-18,2024-03-27,9,Afternoon,Family / Personal,2
S0038250,T004782,Kolkata,Hyderabad,2024-03-09,2024-04-26,48,Morning,Commute,2
S0038251,T004782,Chennai,Bangalore,2024-03-15,2024-04-12,28,Night,Family / Personal,2
S0038252,T004782,Kolkata,Bangalore,2024-03-05,2024-04-05,31,Evening,Family / Personal,2
S0038253,T004782,Kolkata,Bangalore,2024-03-11,2024-04-06,26,Early Morning,Business,2
S0038254,T004782,Chennai,Mumbai,2024-03-24,2024-05-04,41,Morning,Family / Personal,2
S0038255,T004782,Chennai,Mumbai,2024-03-20,2024-03-23,3,Evening,Family / Personal,2
S0038256,T004782,Kolkata,Hyderabad,2024-03-18,2024-03-24,6,Afternoon,Leisure,1
S0038257,T004783,Hyderabad,Chennai,2024-03-19,2024-04-15,27,Afternoon,Family / Personal,2
S0038258,T004783,Mumbai,Chennai,2024-03-24,2024-03-26,2,Afternoon,Family / Personal,2
S0038259,T004783,Mumbai,Hyderabad,2024-03-10,2024-04-24,45,Morning,Family / Personal,2
S0038260,T004783,Bangalore,Mumbai,2024-03-21,2024-04-14,24,Afternoon,Family / Personal,1
S0038261,T004783,Hyderabad,Bangalore,2024-03-05,2024-03-23,18,Afternoon,Leisure,2
S0038262,T004783,Bangalore,Chennai,2024-03-15,2024-03-24,9,Night,Family / Personal,2
S0038263,T004783,Kolkata,Bangalore,2024-03-13,2024-04-09,27,Morning,Leisure,2
S0038264,T004783,Mumbai,Chennai,2024-03-08,2024-03-31,23,Early Morning,Family / Personal,2
S0038265,T004784,Chennai,Mumbai,2024-03-09,2024-03-10,1,Early Morning,Family / Personal,2
S0038266,T004784,Hyderabad,Mumbai,2024-03-03,2024-03-11,8,Early Morning,Leisure,2
S0038267,T004784,Bangalore,Chennai,2024-03-19,2024-04-26,38,Night,Family / Personal,2
S0038268,T004784,Bangalore,Delhi,2024-03-20,2024-03-21,1,Night,Leisure,1
S0038269,T004784,Chennai,Delhi,2024-03-19,2024-05-07,49,Early Morning,Commute,2
S0038270,T004784,Mumbai,Bangalore,2024-03-02,2024-03-09,7,Night,Family / Personal,2
S0038271,T004784,Bangalore,Chennai,2024-03-02,2024-04-18,47,Early Morning,Family / Personal,2
S0038272,T004784,Hyderabad,Bangalore,2024-03-12,2024-04-22,41,Early Morning,Commute,2
S0038273,T004785,Hyderabad,Kolkata,2024-03-28,2024-04-12,15,Early Morning,Family / Personal,2
S0038274,T004785,Delhi,Mumbai,2024-03-07,2024-04-03,27,Night,Family / Personal,1
S0038275,T004785,Chennai,Delhi,2024-03-03,2024-04-14,42,Night,Leisure,1
S0038276,T004785,Hyderabad,Delhi,2024-03-19,2024-04-22,34,Afternoon,Family / Personal,2
S0038277,T004785,Chennai,Hyderabad,2024-03-05,2024-03-27,22,Morning,Family / Personal,2
S0038278,T004785,Hyderabad,Mumbai,2024-03-22,2024-04-23,32,Morning,Family / Personal,2
S0038279,T004785,Bangalore,Chennai,2024-03-05,2024-03-16,11,Night,Commute,3
S0038280,T004785,Chennai,Mumbai,2024-03-13,2024-04-19,37,Night,Commute,2
S0038281,T004786,Hyderabad,Chennai,2024-03-04,2024-03-12,8,Afternoon,Business,2
S0038282,T004786,Kolkata,Chennai,2024-03-04,2024-03-06,2,Morning,Leisure,3
S0038283,T004786,Hyderabad,Bangalore,2024-03-16,2024-03-18,2,Evening,Family / Personal,1
S0038284,T004786,Hyderabad,Bangalore,2024-03-02,2024-03-31,29,Evening,Family / Personal,1
S0038285,T004786,Kolkata,Mumbai,2024-03-12,2024-03-29,17,Morning,Business,2
S0038286,T004786,Hyderabad,Kolkata,2024-03-16,2024-03-26,10,Morning,Business,2
S0038287,T004786,Mumbai,Delhi,2024-03-30,2024-05-12,43,Morning,Family / Personal,2
S0038288,T004786,Delhi,Hyderabad,2024-03-02,2024-03-11,9,Morning,Family / Personal,2
S0038289,T004787,Hyderabad,Bangalore,2024-03-16,2024-04-25,40,Afternoon,Family / Personal,1
S0038290,T004787,Mumbai,Kolkata,2024-03-26,2024-04-16,21,Night,Family / Personal,1
S0038291,T004787,Delhi,Mumbai,2024-03-25,2024-04-09,15,Night,Leisure,1
S0038292,T004787,Delhi,Mumbai,2024-03-12,2024-04-01,20,Evening,Family / Personal,2
S0038293,T004787,Chennai,Delhi,2024-03-22,2024-04-25,34,Afternoon,Business,2
S0038294,T004787,Bangalore,Delhi,2024-03-26,2024-04-20,25,Afternoon,Family / Personal,1
S0038295,T004787,Bangalore,Kolkata,2024-03-03,2024-04-21,49,Afternoon,Family / Personal,1
S0038296,T004787,Mumbai,Chennai,2024-03-25,2024-04-19,25,Night,Family / Personal,1
S0038297,T004788,Chennai,Hyderabad,2024-03-21,2024-04-01,11,Evening,Family / Personal,1
S0038298,T004788,Bangalore,Kolkata,2024-03-20,2024-04-01,12,Night,Family / Personal,2
S0038299,T004788,Kolkata,Delhi,2024-03-28,2024-04-08,11,Early Morning,Leisure,1
S0038300,T004788,Hyderabad,Delhi,2024-03-18,2024-04-29,42,Early Morning,Commute,3
S0038301,T004788,Bangalore,Mumbai,2024-03-04,2024-04-05,32,Early Morning,Family / Personal,2
S0038302,T004788,Mumbai,Bangalore,2024-03-01,2024-03-28,27,Morning,Family / Personal,1
S0038303,T004788,Chennai,Delhi,2024-03-14,2024-03-30,16,Evening,Leisure,2
S0038304,T004788,Chennai,Hyderabad,2024-03-08,2024-04-20,43,Night,Family / Personal,1
S0038305,T004789,Chennai,Hyderabad,2024-03-18,2024-04-16,29,Early Morning,Family / Personal,2
S0038306,T004789,Delhi,Mumbai,2024-03-18,2024-04-06,19,Afternoon,Commute,2
S0038307,T004789,Bangalore,Kolkata,2024-03-03,2024-04-03,31,Afternoon,Business,3
S0038308,T004789,Bangalore,Delhi,2024-03-29,2024-04-12,14,Afternoon,Business,1
S0038309,T004789,Mumbai,Hyderabad,2024-03-14,2024-04-15,32,Evening,Family / Personal,2
S0038310,T004789,Chennai,Mumbai,2024-03-09,2024-04-23,45,Morning,Family / Personal,2
S0038311,T004789,Kolkata,Delhi,2024-03-08,2024-04-17,40,Early Morning,Family / Personal,2
S0038312,T004789,Chennai,Hyderabad,2024-03-17,2024-04-29,43,Afternoon,Family / Personal,4
S0038313,T004790,Mumbai,Bangalore,2024-03-26,2024-05-03,38,Afternoon,Family / Personal,1
S0038314,T004790,Mumbai,Bangalore,2024-03-20,2024-04-28,39,Morning,Family / Personal,3
S0038315,T004790,Chennai,Mumbai,2024-03-30,2024-04-08,9,Evening,Leisure,2
S0038316,T004790,Delhi,Hyderabad,2024-03-05,2024-04-16,42,Early Morning,Family / Personal,3
S0038317,T004790,Kolkata,Delhi,2024-03-04,2024-04-03,30,Morning,Leisure,2
S0038318,T004790,Bangalore,Mumbai,2024-03-16,2024-03-29,13,Early Morning,Family / Personal,1
S0038319,T004790,Chennai,Bangalore,2024-03-23,2024-05-01,39,Afternoon,Family / Personal,3
S0038320,T004790,Kolkata,Delhi,2024-03-06,2024-03-09,3,Morning,Family / Personal,2
S0038321,T004791,Chennai,Delhi,2024-03-08,2024-04-12,35,Morning,Family / Personal,2
S0038322,T004791,Delhi,Kolkata,2024-03-09,2024-04-06,28,Afternoon,Commute,2
S0038323,T004791,Hyderabad,Chennai,2024-03-22,2024-03-25,3,Night,Commute,2
S0038324,T004791,Bangalore,Kolkata,2024-03-25,2024-05-05,41,Evening,Family / Personal,1
S0038325,T004791,Bangalore,Mumbai,2024-03-02,2024-03-27,25,Early Morning,Family / Personal,2
S0038326,T004791,Bangalore,Delhi,2024-03-12,2024-04-29,48,Early Morning,Family / Personal,1
S0038327,T004791,Kolkata,Mumbai,2024-03-19,2024-03-31,12,Evening,Commute,2
S0038328,T004791,Bangalore,Delhi,2024-03-11,2024-04-24,44,Morning,Commute,2
S0038329,T004792,Bangalore,Delhi,2024-03-16,2024-05-03,48,Morning,Family / Personal,1
S0038330,T004792,Bangalore,Mumbai,2024-03-03,2024-04-18,46,Night,Family / Personal,1
S0038331,T004792,Chennai,Bangalore,2024-03-25,2024-03-31,6,Night,Family / Personal,1
S0038332,T004792,Kolkata,Bangalore,2024-03-20,2024-04-05,16,Morning,Family / Personal,2
S0038333,T004792,Kolkata,Chennai,2024-03-11,2024-04-04,24,Morning,Commute,3
S0038334,T004792,Delhi,Bangalore,2024-03-19,2024-05-01,43,Afternoon,Leisure,2
S0038335,T004792,Hyderabad,Kolkata,2024-03-10,2024-04-12,33,Early Morning,Family / Personal,1
S0038336,T004792,Bangalore,Hyderabad,2024-03-30,2024-04-25,26,Afternoon,Family / Personal,1
S0038337,T004793,Delhi,Mumbai,2024-03-14,2024-04-16,33,Evening,Leisure,2
S0038338,T004793,Kolkata,Hyderabad,2024-03-09,2024-03-29,20,Evening,Business,3
S0038339,T004793,Bangalore,Hyderabad,2024-03-06,2024-04-01,26,Morning,Leisure,2
S0038340,T004793,Bangalore,Chennai,2024-03-14,2024-04-04,21,Early Morning,Leisure,2
S0038341,T004793,Bangalore,Mumbai,2024-03-16,2024-04-25,40,Afternoon,Family / Personal,1
S0038342,T004793,Chennai,Hyderabad,2024-03-23,2024-04-03,11,Night,Family / Personal,2
S0038343,T004793,Bangalore,Hyderabad,2024-03-27,2024-04-24,28,Morning,Family / Personal,2
S0038344,T004793,Chennai,Hyderabad,2024-03-06,2024-04-24,49,Night,Family / Personal,1
S0038345,T004794,Chennai,Kolkata,2024-03-28,2024-04-14,17,Afternoon,Family / Personal,1
S0038346,T004794,Hyderabad,Delhi,2024-03-08,2024-03-12,4,Morning,Leisure,2
S0038347,T004794,Bangalore,Mumbai,2024-03-07,2024-04-07,31,Evening,Family / Personal,3
S0038348,T004794,Bangalore,Delhi,2024-03-12,2024-04-02,21,Evening,Family / Personal,2
S0038349,T004794,Hyderabad,Kolkata,2024-03-26,2024-05-05,40,Early Morning,Commute,2
S0038350,T004794,Kolkata,Delhi,2024-03-24,2024-05-04,41,Morning,Family / Personal,1
S0038351,T004794,Chennai,Delhi,2024-03-28,2024-05-14,47,Evening,Family / Personal,2
S0038352,T004794,Mumbai,Delhi,2024-03-07,2024-03-14,7,Afternoon,Family / Personal,2
S0038353,T004795,Chennai,Delhi,2024-03-19,2024-04-16,28,Afternoon,Family / Personal,1
S0038354,T004795,Kolkata,Mumbai,2024-03-13,2024-03-15,2,Afternoon,Family / Personal,2
S0038355,T004795,Delhi,Chennai,2024-03-05,2024-04-22,48,Morning,Family / Personal,2
S0038356,T004795,Bangalore,Mumbai,2024-03-25,2024-04-15,21,Morning,Family / Personal,2
S0038357,T004795,Hyderabad,Delhi,2024-03-14,2024-04-11,28,Early Morning,Leisure,2
S0038358,T004795,Bangalore,Mumbai,2024-03-25,2024-05-08,44,Night,Family / Personal,2
S0038359,T004795,Hyderabad,Kolkata,2024-03-01,2024-03-24,23,Afternoon,Family / Personal,1
S0038360,T004795,Mumbai,Bangalore,2024-03-08,2024-03-26,18,Morning,Family / Personal,2
S0038361,T004796,Bangalore,Chennai,2024-03-01,2024-04-01,31,Morning,Commute,2
S0038362,T004796,Kolkata,Hyderabad,2024-03-24,2024-04-11,18,Night,Leisure,1
S0038363,T004796,Delhi,Mumbai,2024-03-09,2024-03-21,12,Night,Leisure,4
S0038364,T004796,Bangalore,Mumbai,2024-03-14,2024-04-26,43,Afternoon,Family / Personal,3
S0038365,T004796,Delhi,Mumbai,2024-03-02,2024-03-14,12,Morning,Business,2
S0038366,T004796,Chennai,Delhi,2024-03-26,2024-04-17,22,Night,Family / Personal,2
S0038367,T004796,Bangalore,Kolkata,2024-03-16,2024-04-04,19,Night,Family / Personal,4
S0038368,T004796,Delhi,Kolkata,2024-03-13,2024-04-22,40,Night,Leisure,2
S0038369,T004797,Hyderabad,Kolkata,2024-03-16,2024-04-28,43,Early Morning,Family / Personal,3
S0038370,T004797,Kolkata,Chennai,2024-03-09,2024-04-09,31,Early Morning,Leisure,1
S0038371,T004797,Mumbai,Bangalore,2024-03-02,2024-03-05,3,Evening,Family / Personal,1
S0038372,T004797,Kolkata,Hyderabad,2024-03-18,2024-05-05,48,Early Morning,Family / Personal,2
S0038373,T004797,Hyderabad,Bangalore,2024-03-22,2024-04-14,23,Afternoon,Family / Personal,1
S0038374,T004797,Bangalore,Hyderabad,2024-03-19,2024-04-06,18,Early Morning,Family / Personal,1
S0038375,T004797,Mumbai,Bangalore,2024-03-17,2024-03-30,13,Early Morning,Family / Personal,1
S0038376,T004797,Chennai,Delhi,2024-03-03,2024-04-09,37,Morning,Leisure,1
S0038377,T004798,Chennai,Delhi,2024-03-18,2024-04-08,21,Night,Leisure,1
S0038378,T004798,Delhi,Kolkata,2024-03-27,2024-04-18,22,Evening,Family / Personal,2
S0038379,T004798,Delhi,Bangalore,2024-03-01,2024-03-07,6,Early Morning,Business,2
S0038380,T004798,Kolkata,Delhi,2024-03-22,2024-04-07,16,Afternoon,Family / Personal,2
S0038381,T004798,Kolkata,Chennai,2024-03-13,2024-04-12,30,Evening,Family / Personal,2
S0038382,T004798,Kolkata,Hyderabad,2024-03-22,2024-04-13,22,Evening,Commute,2
S0038383,T004798,Chennai,Hyderabad,2024-03-13,2024-04-16,34,Early Morning,Leisure,2
S0038384,T004798,Mumbai,Hyderabad,2024-03-11,2024-03-20,9,Morning,Family / Personal,1
S0038385,T004799,Chennai,Bangalore,2024-03-08,2024-03-12,4,Early Morning,Family / Personal,2
S0038386,T004799,Kolkata,Chennai,2024-03-01,2024-04-14,44,Night,Family / Personal,2
S0038387,T004799,Kolkata,Hyderabad,2024-03-16,2024-04-20,35,Evening,Leisure,2
S0038388,T004799,Kolkata,Mumbai,2024-03-04,2024-03-25,21,Night,Family / Personal,1
S0038389,T004799,Delhi,Hyderabad,2024-03-11,2024-04-27,47,Evening,Leisure,2
S0038390,T004799,Chennai,Hyderabad,2024-03-11,2024-03-21,10,Afternoon,Leisure,1
S0038391,T004799,Bangalore,Delhi,2024-03-01,2024-03-18,17,Afternoon,Family / Personal,2
S0038392,T004799,Mumbai,Bangalore,2024-03-23,2024-05-03,41,Evening,Leisure,4
S0038393,T004800,Kolkata,Mumbai,2024-03-16,2024-04-05,20,Early Morning,Family / Personal,1
S0038394,T004800,Hyderabad,Chennai,2024-03-18,2024-04-23,36,Early Morning,Family / Personal,2
S0038395,T004800,Delhi,Kolkata,2024-03-18,2024-04-23,36,Evening,Family / Personal,3
S0038396,T004800,Hyderabad,Delhi,2024-03-06,2024-04-20,45,Morning,Family / Personal,2
S0038397,T004800,Bangalore,Hyderabad,2024-03-28,2024-04-29,32,Early Morning,Family / Personal,2
S0038398,T004800,Chennai,Bangalore,2024-03-01,2024-03-17,16,Early Morning,Family / Personal,3
S0038399,T004800,Bangalore,Hyderabad,2024-03-12,2024-04-18,37,Afternoon,Family / Personal,2
S0038400,T004800,Hyderabad,Bangalore,2024-03-11,2024-04-28,48,Morning,Commute,2
S0038401,T004801,Bangalore,Chennai,2024-03-21,2024-04-02,12,Night,Family / Personal,2
S0038402,T004801,Chennai,Kolkata,2024-03-04,2024-03-26,22,Early Morning,Family / Personal,2
S0038403,T004801,Bangalore,Chennai,2024-03-10,2024-03-12,2,Night,Family / Personal,1
S0038404,T004801,Chennai,Mumbai,2024-03-06,2024-04-09,34,Early Morning,Family / Personal,2
S0038405,T004801,Hyderabad,Mumbai,2024-03-24,2024-04-07,14,Early Morning,Family / Personal,1
S0038406,T004801,Mumbai,Kolkata,2024-03-17,2024-04-23,37,Morning,Family / Personal,2
S0038407,T004801,Bangalore,Mumbai,2024-03-28,2024-04-06,9,Night,Family / Personal,2
S0038408,T004801,Chennai,Hyderabad,2024-03-03,2024-04-09,37,Afternoon,Family / Personal,1
S0038409,T004802,Kolkata,Chennai,2024-03-22,2024-04-09,18,Afternoon,Family / Personal,2
S0038410,T004802,Kolkata,Mumbai,2024-03-18,2024-04-08,21,Evening,Family / Personal,1
S0038411,T004802,Kolkata,Hyderabad,2024-03-03,2024-04-05,33,Evening,Commute,1
S0038412,T004802,Kolkata,Hyderabad,2024-03-10,2024-03-24,14,Evening,Leisure,1
S0038413,T004802,Kolkata,Chennai,2024-03-23,2024-04-30,38,Evening,Leisure,1
S0038414,T004802,Chennai,Hyderabad,2024-03-07,2024-04-24,48,Afternoon,Family / Personal,1
S0038415,T004802,Bangalore,Kolkata,2024-03-02,2024-03-17,15,Morning,Business,3
S0038416,T004802,Kolkata,Chennai,2024-03-24,2024-04-13,20,Early Morning,Leisure,3
S0038417,T004803,Kolkata,Chennai,2024-03-16,2024-05-04,49,Night,Family / Personal,2
S0038418,T004803,Bangalore,Hyderabad,2024-03-22,2024-04-21,30,Morning,Family / Personal,3
S0038419,T004803,Kolkata,Hyderabad,2024-03-13,2024-04-20,38,Morning,Family / Personal,2
S0038420,T004803,Delhi,Kolkata,2024-03-23,2024-05-01,39,Early Morning,Leisure,2
S0038421,T004803,Hyderabad,Chennai,2024-03-19,2024-05-06,48,Early Morning,Family / Personal,4
S0038422,T004803,Kolkata,Chennai,2024-03-27,2024-05-04,38,Early Morning,Family / Personal,2
S0038423,T004803,Bangalore,Mumbai,2024-03-05,2024-04-08,34,Early Morning,Commute,2
S0038424,T004803,Bangalore,Mumbai,2024-03-19,2024-04-20,32,Evening,Commute,2
S0038425,T004804,Mumbai,Bangalore,2024-03-03,2024-03-19,16,Early Morning,Family / Personal,4
